id,text,quantity,unit,price,label
253852,Varta Batterie CR2032,1,Stück,"2,59",material
255926,SANFIX P-Übergangsstück aus Rotguss 16 X 3/4 Außengewinde,1,Stück,"10,02",material
149976,"Viega Fosta Übergang 25x3/4"" IG",1,Stück,"8,83",material
248355,"Facharbeiterstunden: An der Balkonobersicht die lose Altbeschichtung abgestoßen/ent- fernt. Wandflächen und Brüstung gereinigt. Balkonobersicht grundiert und mit Armierungs- mörtel partiell gespachtelt, geschliffen und für einen Endnastrich vorbereitet.",3,Stunden,38,labor
185211,Ecken als Zulage zum Wandanschluss liefern und montieren,3,Stck,"31,72",labor
133117,Sicherheitsvorkehrungen,1,Stück,75,labor
245514,"Einbauschrank im Badezimmer von außen angeschliffen, gereinigt, grundiert und mit Sei- denmattlack 880 weiß lackiert.",1,Stück,100,labor
219333,Velux-Dachflächenfenster VU Y23 0081 komplett mit Eindeckrahmen EZ Y23 1000 BEX Alu geliefert und montiert.,1,St.,932,labor
162130,Motdienstzuschlag 25 %,1,,21,other
251373,Facharbeiterstunden: Vorhandene Dübellöcher verschlossen und Wandbeschädigungen ausgebessert,1,Stunden,38,labor
188872,Türgriff,1,St.,8,material
218751,"Zapfhahn 1/2""",1,Stck.,"11,95",material
161202,Dispersionssilikatfarbe,"2,5",Liter,"5,56",material
244626,Bohkonsolen,1,Stück,"14,76",material
246448,"Natursteinsplitt 1,10/0,5 m liefern",1,St,"139,5",material
158709,"Am 29.6.2018 Beleuchtung Hof und Schuppen überprüft, defekte Lampen erneuert. Klingel überprüft und defektes Läutewekk erneuert. Montage",1,Stunde,39,labor
194584,KALOG Mantelleitung 1x16RM Eca R100 Cu NYM-J 1x16 GR/R100 (1020180),10,Mtr,"4,26",material
204825,Monteur (Spülrohrverbinder + WC Befestigung erneuert),1,Std,38,labor
138580,Facharbeiterstunden Leistungserbringung am 02.08.2019 Nach Rohrerneuerung Löcher unter der Spüle im Schrank provesorisch verschlossen,"1,75",Std.,40,labor
160292,"Am 15.2.2021 Steckdosen überprüft, defekten Schalter und Steckdose erneuert. Montage","1,5",Stunde,"43,5",labor
148674,Fichtenholz 360 X 15/10 mm,1,St.,2,material
185198,Dachbelag aus einer Folienabdichtung aufgenommen und entsorgt,"4,41",qm,"25,29",other
